1;0;1191.00;12.40;2085.00;0.00;0.84
2;0;1127.00;12.95;2101.00;0.00;0.64
3;0;866.00;12.70;2073.00;0.00;0.80
4;0;1313.00;11.70;2188.00;0.00;0.92
5;0;875.00;11.90;1940.00;0.00;0.88
6;0;896.00;10.30;1770.00;0.00;1.04
7;0;709.00;10.30;2051.00;0.00;0.88
8;0;983.00;13.20;2119.00;0.00;1.68
9;0;1038.00;12.62;1890.00;0.00;0.52
10;0;1442.00;10.35;1693.00;0.00;0.96
11;0;1279.00;11.35;2112.00;0.00;1.24
12;0;1574.00;11.72;1833.00;0.00;0.64
13;0;1001.00;12.45;2200.00;0.00;0.48
14;0;822.00;11.15;2206.00;0.00;0.64
15;0;787.00;11.20;1831.00;0.00;0.92
16;0;1310.00;11.95;1656.00;0.00;0.80
17;0;1228.00;11.92;1766.00;0.00;0.64
18;0;1321.00;11.10;1378.00;0.00;0.64
19;0;802.00;11.30;2003.00;0.00;0.80
20;0;1431.00;10.90;1557.00;0.00;0.92
21;0;1427.00;11.77;1617.00;0.00;1.00
22;0;1003.00;10.60;2254.00;0.00;0.80
23;0;929.00;11.90;1634.00;0.00;0.96
24;0;1561.00;10.77;1581.00;0.00;0.80
25;0;1234.00;10.42;1374.00;0.00;0.60
26;0;1168.00;13.85;1961.00;0.00;0.92
27;0;916.00;10.90;1747.00;0.00;0.84
28;0;917.00;10.15;1973.00;0.00;1.08
29;0;971.00;13.85;1849.00;0.00;0.88
30;0;1401.00;11.25;2131.00;0.00;0.80
31;0;1609.00;10.72;1775.00;0.00;1.00
32;0;1149.00;11.35;1937.00;0.00;0.52
33;0;1158.00;12.22;1795.00;0.00;0.88
34;0;938.00;10.30;1579.00;0.00;0.72
35;0;1170.00;10.30;1612.00;0.00;0.80
36;0;1529.00;10.80;1726.00;0.00;1.00
37;0;1267.00;11.00;1880.00;0.00;0.92
38;0;1520.00;10.22;1908.00;0.00;0.56
39;0;826.00;10.25;1752.00;0.00;0.68
40;0;1055.00;13.02;1928.00;0.00;1.04
41;0;1237.00;10.92;1599.00;0.00;0.96
42;0;1551.00;12.20;1655.00;0.00;1.12
43;0;971.00;10.80;1582.00;0.00;0.84
44;0;754.00;11.00;1841.00;0.00;0.88
45;0;975.00;13.92;1790.00;0.00;0.84
46;0;1545.00;11.60;1555.00;0.00;0.60
47;0;1529.00;11.40;1490.00;0.00;0.96
48;0;769.00;10.40;1685.00;0.00;0.72
49;0;1537.00;10.60;1438.00;0.00;1.00
50;0;1212.00;12.10;2123.00;0.00;1.08
51;0;1265.00;11.00;1842.00;0.00;0.92
52;0;1240.00;11.70;2189.00;0.00;0.64
53;0;1552.00;9.92;1355.00;0.00;0.92
54;0;1398.00;10.45;1830.00;0.00;0.72
55;0;1260.00;11.20;1691.00;0.00;0.84
56;0;1117.00;11.35;2153.00;0.00;0.48
57;0;1162.00;11.87;1682.00;0.00;1.00
58;0;930.00;11.20;2021.00;0.00;0.56
59;0;1233.00;10.90;1417.00;0.00;0.96
60;0;744.00;10.40;1581.00;0.00;1.00
61;0;1441.00;11.70;1646.00;0.00;0.64
62;0;1393.00;12.50;1971.00;0.00;1.04
63;0;1030.00;10.00;1608.00;0.00;0.88
64;0;1186.00;11.05;1537.00;0.00;0.80
65;0;922.00;11.95;1680.00;0.00;1.16
66;0;1346.00;10.75;1471.00;0.00;1.00
67;0;858.00;11.80;2194.00;0.00;1.24
68;0;1168.00;12.97;1759.00;0.00;0.64
69;0;1540.00;12.70;1759.00;0.00;0.92
70;0;1339.00;13.15;2030.00;0.00;0.72
71;0;873.00;11.00;1903.00;0.00;0.88
72;0;1230.00;10.90;1533.00;0.00;0.92
73;0;1571.00;11.30;1618.00;0.00;0.96
74;0;1399.00;12.90;2002.00;0.00;0.72
75;0;1323.00;11.60;1420.00;0.00;0.80
76;0;1268.00;10.82;1647.00;0.00;0.88
77;0;1019.00;12.82;1738.00;0.00;0.80
78;0;767.00;11.55;1950.00;0.00;0.60
79;0;1432.00;10.25;1809.00;0.00;1.04
80;0;1036.00;10.05;1644.00;0.00;0.96
81;0;809.00;12.10;1889.00;0.00;0.60
82;0;1476.00;9.95;1553.00;0.00;0.88
83;0;1064.00;16.22;1741.00;0.00;0.88
84;0;856.00;12.72;2151.00;0.00;0.68
85;0;1561.00;10.70;1886.00;0.00;1.16
86;0;717.00;10.30;1946.00;0.00;0.88
87;0;1496.00;11.87;1839.00;0.00;0.88
88;0;1453.00;11.50;1424.00;0.00;0.92
89;0;1215.00;12.82;2022.00;0.00;0.76
90;0;1201.00;10.20;1462.00;0.00;0.72
91;0;1429.00;10.65;2114.00;0.00;0.56
92;0;1733.00;10.20;1303.00;0.00;0.80
93;0;972.00;13.72;1743.00;0.00;0.88
94;0;1362.00;11.40;1548.00;0.00;0.84
95;0;1455.00;10.20;1590.00;0.00;1.04
96;0;1094.00;10.20;1515.00;0.00;0.68
97;0;1135.00;13.30;1853.00;0.00;0.60
98;0;730.00;10.30;2078.00;0.00;0.80
99;0;895.00;11.65;2160.00;0.00;1.12
100;0;862.00;12.30;1863.00;0.00;0.96
101;0;1245.00;12.10;2046.00;0.00;0.84
102;0;1318.00;11.00;1544.00;0.00;0.92
103;0;1480.00;11.00;1477.00;0.00;0.84
104;0;1472.00;10.70;2038.00;0.00;0.92
105;0;1129.00;13.32;1770.00;0.00;0.92
106;0;1666.00;10.30;1417.00;0.00;0.88
107;0;852.00;13.30;2002.00;0.00;1.08
108;0;931.00;11.80;2224.00;0.00;0.92
109;0;1697.00;10.50;1367.00;0.00;0.84
110;0;1367.00;12.55;1449.00;0.00;0.92
111;0;1514.00;10.80;1990.00;0.00;0.92
112;0;1452.00;10.92;1720.00;0.00;0.88
113;0;1279.00;12.80;1922.00;0.00;0.92
114;0;1355.00;13.30;1932.00;0.00;0.92
115;0;1546.00;12.12;1846.00;0.00;0.92
116;0;1023.00;11.72;2212.00;0.00;0.80
117;0;1539.00;11.80;1529.00;0.00;0.88
118;0;1579.00;12.35;1771.00;0.00;0.80
119;0;976.00;10.80;2228.00;0.00;0.76
120;0;1140.00;10.80;1559.00;0.00;0.92
121;0;1487.00;11.50;1441.00;0.00;0.88
122;0;1644.00;10.10;1731.00;0.00;0.72
123;0;1504.00;10.55;2080.00;0.00;0.68
124;0;1165.00;13.25;2023.00;0.00;0.84
125;0;1589.00;10.55;1855.00;0.00;0.84
126;0;989.00;10.72;2289.00;0.00;0.76
127;0;1588.00;10.50;1374.00;0.00;0.64
128;0;1123.00;10.80;1692.00;0.00;0.88
129;0;1081.00;10.55;2215.00;0.00;0.76
130;0;1036.00;11.90;1973.00;0.00;0.96
131;0;1288.00;12.75;2022.00;0.00;0.92
132;0;1166.00;11.25;1856.00;0.00;0.84
133;0;1387.00;12.17;1907.00;0.00;0.88
134;0;1178.00;10.70;1645.00;0.00;0.92
135;0;1064.00;13.17;1806.00;0.00;1.00
136;0;788.00;10.90;1522.00;0.00;0.68
137;0;1405.00;11.50;1467.00;0.00;0.92
138;0;724.00;10.20;2109.00;0.00;0.68
139;0;1141.00;10.82;2190.00;0.00;1.00
140;0;979.00;11.37;1939.00;0.00;0.52
141;0;1434.00;12.30;1392.00;0.00;1.00
142;0;832.00;11.72;2109.00;0.00;1.20
143;0;906.00;10.50;1597.00;0.00;0.80
144;0;915.00;10.65;1811.00;0.00;0.88
145;0;839.00;12.80;1927.00;0.00;0.88
146;0;1624.00;11.22;1694.00;0.00;0.84
147;0;740.00;10.37;1868.00;0.00;0.56
148;0;1571.00;10.82;1527.00;0.00;0.92
149;0;1078.00;10.50;1596.00;0.00;0.96
