1;arms_factory;1267.00;10.05;1340.00;4.47;0
1;arms_factory;1317.00;11.25;1385.00;6.03;0
1;arms_factory;1286.00;11.73;1411.00;2.41;0
1;arms_factory;1270.00;10.60;1388.00;0.26;0
1;arms_factory;1324.00;11.75;1418.00;0.36;0
1;arms_factory;1269.00;10.50;1376.00;4.48;0
1;industrial_complex;1221.00;10.45;1419.00;0.86;0
1;industrial_complex;1277.00;10.70;1365.00;3.52;0
1;industrial_complex;1230.00;10.45;1400.00;0.26;0
1;industrial_complex;1292.00;11.65;1408.00;2.93;0
1;industrial_complex;1263.00;11.05;1457.00;5.59;0
1;industrial_complex;1308.00;11.20;1409.00;1.97;0
1;air_base;1274.00;10.75;1371.00;4.99;0
1;naval_base;1263.00;9.68;1336.00;-0.14;676
1;naval_base;1309.00;9.98;1355.00;0.30;676
1;naval_base;1233.00;9.73;1360.00;-1.29;676
1;naval_base;1224.00;9.73;1400.00;-0.55;676
1;naval_base;1316.00;9.50;1358.00;0.16;676
1;bunker;1256.00;10.75;1407.00;2.48;0
1;bunker;1218.00;10.75;1424.00;0.32;0
1;bunker;1263.00;10.75;1387.00;0.43;0
1;bunker;1264.00;11.05;1456.00;4.55;0
1;bunker;1309.00;10.50;1370.00;0.93;0
1;bunker;1271.00;10.00;1343.00;2.49;0
1;bunker;1300.00;11.90;1439.00;5.15;0
1;bunker;1319.00;10.88;1375.00;2.99;0
1;bunker;1315.00;11.73;1435.00;4.20;0
1;bunker;1247.00;10.40;1367.00;0.94;0
1;coastal_bunker;1274.00;9.68;1339.00;-0.14;0
1;coastal_bunker;1222.00;9.50;1401.00;-0.55;0
1;coastal_bunker;1284.00;9.50;1346.00;0.30;0
1;coastal_bunker;1233.00;9.73;1360.00;-1.29;0
1;coastal_bunker;1315.00;9.50;1358.00;0.16;0
1;dockyard;1266.00;10.00;1336.00;-0.14;0
1;anti_air_building;1296.00;11.65;1411.00;2.55;0
1;anti_air_building;1261.00;11.12;1464.00;4.11;0
1;anti_air_building;1308.00;11.40;1419.00;0.49;0
1;synthetic_refinery;1280.00;10.40;1376.00;3.15;0
1;fuel_silo;1324.00;11.50;1421.00;6.18;0
1;radar_station;1277.00;11.25;1400.00;3.24;0
1;rocket_site;1241.00;10.85;1400.00;5.22;0
1;nuclear_reactor;1279.00;10.00;1347.00;3.06;0
2;arms_factory;1740.00;10.00;1319.00;2.41;0
2;arms_factory;1714.00;10.10;1326.00;0.26;0
2;arms_factory;1675.00;10.98;1401.00;0.36;0
2;arms_factory;1674.00;11.00;1374.00;4.48;0
2;arms_factory;1659.00;10.25;1374.00;0.86;0
2;arms_factory;1740.00;10.10;1325.00;3.52;0
2;industrial_complex;1680.00;10.05;1455.00;0.26;0
2;industrial_complex;1708.00;10.25;1334.00;2.93;0
2;industrial_complex;1690.00;10.90;1382.00;5.59;0
2;industrial_complex;1703.00;10.30;1382.00;1.97;0
2;industrial_complex;1660.00;10.25;1384.00;4.99;0
2;industrial_complex;1696.00;10.10;1331.00;6.20;0
2;air_base;1658.00;10.20;1406.00;4.04;0
2;naval_base;1657.00;9.50;1386.00;-1.67;603
2;naval_base;1709.00;9.98;1394.00;-4.65;655
2;naval_base;1692.00;10.00;1434.00;1.57;603
2;naval_base;1665.00;9.98;1440.00;-2.23;603
2;naval_base;1727.00;9.50;1284.00;-0.84;579
2;naval_base;1690.00;9.98;1467.00;-2.82;603
2;naval_base;1679.00;10.05;1332.00;0.37;579
2;naval_base;1661.00;9.50;1444.00;-3.14;603
2;naval_base;1695.00;9.68;1327.00;-1.37;579
2;naval_base;1706.00;9.50;1327.00;0.79;579
2;naval_base;1724.00;9.50;1362.00;-3.61;655
2;naval_base;1710.00;9.68;1359.00;-4.58;655
2;bunker;1671.00;10.20;1440.00;0.94;0
2;bunker;1681.00;10.30;1415.00;3.60;0
2;bunker;1694.00;10.35;1410.00;6.26;0
2;bunker;1715.00;10.28;1332.00;4.10;0
2;bunker;1679.00;10.15;1327.00;5.66;0
2;bunker;1678.00;11.30;1376.00;2.05;0
2;bunker;1738.00;10.00;1362.00;4.71;0
2;bunker;1747.00;10.20;1302.00;2.55;0
2;bunker;1671.00;10.93;1379.00;4.11;0
2;bunker;1702.00;10.00;1325.00;0.49;0
2;bunker;1661.00;10.10;1454.00;3.15;0
2;bunker;1680.00;10.00;1474.00;6.18;0
2;coastal_bunker;1680.00;10.05;1331.00;0.37;0
2;coastal_bunker;1714.00;9.50;1312.00;-0.84;0
2;coastal_bunker;1704.00;9.95;1324.00;0.79;0
2;coastal_bunker;1658.00;9.50;1379.00;-1.67;0
2;coastal_bunker;1692.00;9.95;1439.00;1.57;0
2;coastal_bunker;1682.00;10.00;1477.00;-2.82;0
2;coastal_bunker;1665.00;9.98;1440.00;-2.23;0
2;coastal_bunker;1662.00;10.00;1458.00;-3.14;0
2;coastal_bunker;1692.00;9.50;1327.00;-1.37;0
2;coastal_bunker;1730.00;9.50;1371.00;-3.61;0
2;coastal_bunker;1696.00;10.00;1420.00;-3.46;0
2;coastal_bunker;1712.00;9.93;1361.00;-4.58;0
2;dockyard;1652.00;10.00;1367.00;-1.67;0
2;anti_air_building;1721.00;10.30;1323.00;0.56;0
2;anti_air_building;1665.00;10.40;1400.00;2.12;0
2;anti_air_building;1664.00;10.45;1372.00;6.24;0
2;synthetic_refinery;1660.00;10.38;1370.00;1.17;0
2;fuel_silo;1733.00;10.30;1324.00;5.29;0
2;radar_station;1701.00;10.38;1382.00;1.14;0
2;rocket_site;1713.00;10.28;1333.00;3.23;0
2;nuclear_reactor;1669.00;10.28;1436.00;5.89;0
3;arms_factory;865.00;11.70;2187.00;0.36;0
3;arms_factory;999.00;11.40;2219.00;4.48;0
3;arms_factory;868.00;12.15;2178.00;0.86;0
3;arms_factory;903.00;10.90;2233.00;3.52;0
3;arms_factory;882.00;12.70;2190.00;0.26;0
3;arms_factory;874.00;11.40;2203.00;2.93;0
3;industrial_complex;964.00;11.32;2233.00;5.59;0
3;industrial_complex;921.00;11.10;2239.00;1.97;0
